a_id,a_text,q_id,score
200-q_14,right to left click the first one on the second row (image with a little computer below) click and show up with the desktop folder.,q_14,correct
201-q_14,This object is the Content Placeholder. Click the Pictures icon inside this content placeholder to open the Insert picture dialog box Scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
202-q_14,After making text box you want to go into the 'Shape Format' tab on the top and find the text fill option after clicking that click on the option that says picture and then you can browse files in your computer and select the image you want to be inserted.,q_14,correct
206-q_14,You can click the insert then images picture picture from desktop. Double click the picture what you want then the picture will insert on slide.,q_14,correct
208-q_14,Click the Pictures icon which will open the Insert picture dialog box. Scroll through the list of files on the Desktop to find your desired picture double-click the name of this picture this will add the picture and get rid of the placeholder.,q_14,correct
212-q_14,To insert a picture that is already in you computer you should click the icon that says 'pictures' which is the bottom left icon.,q_14,correct
213-q_14,Click the Insert Table icon inside this content place holder to open the Insert Table dialog box Type 3in the Number of rows box and 2 in the Number of columns box Click OK for the table to be added.,q_14,incorrect
215-q_14,Click on the insert tab click on pictures then select pictures from files lastly select the image you would like to insert from your files.,q_14,incorrect
219-q_14,You would click on the pictures option of the object then upload the picture from your folder to the object,q_14,correct
24-q_14,Click on the picture option in the bottom left then the picture you have stored on your computer will pop up and you can choose which one you want to insert by clicking on it and pressing insert.,q_14,correct
25-q_14,Click on the bottom left icon and choose a desired image that is saved onto your computer.,q_14,correct
27-q_14,This object is the Content Place holder. Click the Pictures icon inside this content place holder to open the Insert picture dialog box Scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
28-q_14,Click the Pictures icon inside this content placeholder to open the Insert picture dialog box Scroll through the list of files on the Desktop to find that picture  double-click the name of this picture which will insert it into the slide thus replacing the placeholder.,q_14,correct
29-q_14,The object is the content placeholder. Click the pictures icon inside the content placeholder to open the Insert picture dialog box; scroll throught the files on the Desktop to find the picture; double-click the name of the picture and it will insert into the slide replacing the placeholder.,q_14,correct
31-q_14,Go to Insert and then click Pictures and select where you would like to upload the picture from.,q_14,incorrect
34-q_14,Go to insert tab press picture choose picture from file choose desktop and select the picture.,q_14,incorrect
35-q_14,you could open file explorer in a different tab and then search your files name and drag the file onto the text box and if it is inside the text box there should be a black bar appearing where in the text the image will be placed in this case the text box is empty so it will be right at the top left bullet point,q_14,incorrect
36-q_14,click on the image icon and then click the option to insert the image you wish to insert.,q_14,correct
38-q_14,Click on the icon at the bottom left that has a monitor on the photo. Select the photo you want to insert.,q_14,correct
39-q_14,,q_14,incorrect
40-q_14,To insert a picture inside the object shown in Figure X you would select the First icon in the 2nd row. This is the icon that allows you to insert images that are already saved to your computer,q_14,correct
